time_s,speed_kmh,throttle_pct,brake,gap_s,active_aero,sector,lap,tyre_life
7232.586,303.6666666666667,99.0,0.0,1.3168990752695924,0.0,2,20,17.0
7233.586,307.3636363636364,99.18181818181819,0.0,1.2155517357987355,0.0,2,20,17.0
7234.586,310.0,99.0,0.0,1.1937454094891191,0.0,2,20,17.0
7235.586,312.70000000000067,99.0,0.0,1.1477250192990898,0.0,2,20,17.0
7236.586,302.0,99.0,0.0,1.019737415904349,0.0,2,20,17.0
7237.586,242.87499999998897,6.374999999998934,1.0,0.6968629758836068,0.0,2,20,17.0
7238.586,200.66666666666666,9.666666666666666,1.0,0.6031547974854777,0.0,2,20,17.0
7239.586,184.5,48.0,0.0,0.6149226569427197,0.0,2,20,17.0
7240.586,196.00000000000284,80.7500000000064,0.0,0.8163588156263126,0.0,2,20,17.0
7241.586,226.0,100.0,0.0,0.9717491468026571,0.0,2,20,17.0
7242.586,236.0,100.0,0.0,1.080170202252764,0.0,2,20,17.0
7243.586,267.5,100.0,0.0,1.1164084826902205,0.0,2,20,17.0
7244.586,279.0,100.0,0.0,1.2431920933901097,0.0,2,20,17.0
7245.586,294.4,100.0,0.0,1.3711040118269233,0.0,2,20,17.0
7246.586,305.3278008298744,99.33609958506281,0.0,1.4317236845963215,0.0,2,20,17.0
7247.986,315.0,100.0,0.0,1.400005901322041,0.0,0,21,18.0
7248.986,316.0,99.0,0.0,1.3777399567311166,0.0,0,21,18.0
7249.986,318.0,99.0,0.0,1.3468398964580768,0.0,0,21,18.0
7250.986,319.8,99.2,0.0,1.3301143105131719,0.0,0,21,18.0
7251.986,321.375,99.375,0.0,1.265302297808907,0.0,0,21,18.0
7252.986,321.40298507462745,99.0,0.0,1.2226058328837794,0.0,0,21,18.0
7253.986,323.3333333333333,99.0,0.0,1.1894554574365195,0.0,0,21,18.0
7254.986,323.5,99.0,0.0,1.205572115839962,0.0,0,21,18.0
7255.986,312.0,99.0,0.0,1.1915346686056123,0.0,0,21,18.0
7256.986,263.22222222222223,4.777777777777777,1.0,0.903362737019819,0.0,0,21,18.0
7257.986,158.75,0.0,1.0,0.6099157605465818,0.0,0,21,18.0
7258.986,105.25,0.0,1.0,0.3456861700820761,0.0,0,21,18.0
7259.986,80.5857142857172,0.0,0.0,0.2911571348921189,0.0,0,21,18.0
7260.986,80.0,6.0,1.0,0.26533152849276714,0.0,0,21,18.0
7261.986,75.0,29.0,0.0,0.2928766249975096,0.0,0,21,18.0
7262.986,94.14285714285714,59.42857142857143,0.0,0.42592591303104205,0.0,0,21,18.0
7263.986,138.4,85.8,0.0,0.5984493194675459,0.0,0,21,18.0
7264.986,183.66666666666666,99.33333333333333,0.0,0.747755589611078,0.0,0,21,18.0
7265.986,222.28571428571428,99.57142857142857,0.0,0.9791244926369476,0.0,0,21,18.0
7266.986,247.9791666666624,99.0,0.0,1.0432722552003448,0.0,0,21,18.0
7267.986,266.0,100.0,0.0,1.1196926779662493,0.0,0,21,18.0
7268.986,275.6,100.0,0.0,1.1634723357883199,0.0,0,21,18.0
7269.986,284.14285714285717,100.0,0.0,1.19126029190297,0.0,0,21,18.0
7270.986,286.2,100.0,0.0,1.3114294440506824,0.0,0,21,18.0
7271.986,284.0,100.0,0.0,1.272353362912053,0.0,0,21,18.0
7272.986,283.0,100.0,0.0,1.2879405599879399,0.0,0,21,18.0
7273.986,283.8,100.0,0.0,1.298858417617637,0.0,0,21,18.0
7274.986,290.0,100.0,0.0,1.3087417608061687,0.0,0,21,18.0
7275.986,293.75,100.0,0.0,1.2503655075080695,0.0,1,21,18.0
7276.986,282.0,100.0,0.0,1.166671515469188,0.0,1,21,18.0
7277.986,215.45454545454547,0.6363636363636364,1.0,0.746580675219282,0.0,1,21,18.0
7278.986,139.0,0.0,1.0,0.5033941455671734,0.0,1,21,18.0
7279.986,109.41000000000204,2.5899999999979535,1.0,0.4877883197061448,0.0,1,21,18.0
